database,source_row,source_id,title,authors,normalized_title,normalized_authors,year,doi,publication_title,document_type,url
springer,458,10.1007/s11241-011-9122-0,Efficient verification of distributed real-time systems with broadcasting behaviors,Farn WangLi-Wei YaoYa-Lan Yang,efficient verification of distributed real time systems with broadcasting behaviors,farn wangli wei yaoya lan yang,2011,10.1007/s11241-011-9122-0,Real-Time Systems,Article,https://link.springer.com/article/10.1007/s11241-011-9122-0
springer,459,10.1007/978-90-481-8776-8_18,Models of Computation for Heterogeneous Embedded Systems,Adnan ShaoutAli H. El-MousaKhalid Mattar,models of computation for heterogeneous embedded systems,adnan shaoutali h el mousakhalid mattar,2010,10.1007/978-90-481-8776-8_18,Electronic Engineering and Computing Technology,Chapter,https://link.springer.com/chapter/10.1007/978-90-481-8776-8_18
springer,460,10.1007/978-3-8348-8203-5_3,Technische Grundlagen,Günter KunzeHelmut GöhringKlaus Jacob,technische grundlagen,günter kunzehelmut göhringklaus jacob,2012,10.1007/978-3-8348-8203-5_3,Baumaschinen,Chapter,https://link.springer.com/chapter/10.1007/978-3-8348-8203-5_3
springer,461,10.1007/978-3-642-13953-6_3,Loosely-Coupled Distributed Reactive Programming in Mobile Ad Hoc Networks,Andoni Lombide CarretonStijn MostinckxTom Van CutsemWolfgang De Meuter,loosely coupled distributed reactive programming in mobile ad hoc networks,andoni lombide carretonstijn mostinckxtom van cutsemwolfgang de meuter,2010,10.1007/978-3-642-13953-6_3,"Objects, Models, Components, Patterns",Conference paper,https://link.springer.com/chapter/10.1007/978-3-642-13953-6_3
springer,462,10.1007/978-3-642-21292-5_4,Migration of Legacy Software Towards Correct-by-Construction Timing Behavior,Stefan ResmeritaKenneth ButtsPatricia DerlerAndreas NaderlingerWolfgang Pree,migration of legacy software towards correct by construction timing behavior,stefan resmeritakenneth buttspatricia derlerandreas naderlingerwolfgang pree,2011,10.1007/978-3-642-21292-5_4,"Foundations of Computer Software. Modeling, Development, and Verification of Adaptive Systems",Conference paper,https://link.springer.com/chapter/10.1007/978-3-642-21292-5_4
springer,463,10.1007/978-1-4419-6400-7,Synthesis of Embedded Software,,synthesis of embedded software,,2010,10.1007/978-1-4419-6400-7,,Book,https://link.springer.com/book/10.1007/978-1-4419-6400-7
springer,464,10.1007/978-3-642-16277-0_6,6 Modeling Languages for Real-Time and Embedded Systems,Sébastien GérardHuascar EspinozaFrançois TerrierBran Selic,6 modeling languages for real time and embedded systems,sébastien gérardhuascar espinozafrançois terrierbran selic,2010,10.1007/978-3-642-16277-0_6,Model-Based Engineering of Embedded Real-Time Systems,Chapter,https://link.springer.com/chapter/10.1007/978-3-642-16277-0_6
springer,465,10.1007/978-94-007-1594-3_8,Implementation of DFCharts on HiDRA,Ivan RadojevicZoran Salcic,implementation of dfcharts on hidra,ivan radojeviczoran salcic,2011,10.1007/978-94-007-1594-3_8,Embedded Systems Design Based on Formal Models of Computation,Chapter,https://link.springer.com/chapter/10.1007/978-94-007-1594-3_8
springer,466,10.1007/s10617-010-9053-3,Modular static scheduling of synchronous data-flow networks,Marc PouzetPascal Raymond,modular static scheduling of synchronous data flow networks,marc pouzetpascal raymond,2010,10.1007/s10617-010-9053-3,Design Automation for Embedded Systems,Article,https://link.springer.com/article/10.1007/s10617-010-9053-3
springer,467,10.1007/978-3-642-16767-6_2,A Flexible Hierarchical Approach for Controlling the System-Level Design Complexity of Embedded Systems,Stephan Klaus,a flexible hierarchical approach for controlling the system level design complexity of embedded systems,stephan klaus,2010,10.1007/978-3-642-16767-6_2,Design Methodologies for Secure Embedded Systems,Conference paper,https://link.springer.com/chapter/10.1007/978-3-642-16767-6_2
springer,468,10.1007/978-3-642-24452-0_4,Implementation Architecture and Multithreaded Runtime System of S-Net,Clemens GrelckFrank Penczek,implementation architecture and multithreaded runtime system of s net,clemens grelckfrank penczek,2011,10.1007/978-3-642-24452-0_4,Implementation and Application of Functional Languages,Conference paper,https://link.springer.com/chapter/10.1007/978-3-642-24452-0_4
springer,469,10.1007/978-1-4419-6400-7_2,Formal Modeling of Embedded Systems with Explicit Schedules and Routes,Julien BoucaronAnthony CoadouRobert de Simone,formal modeling of embedded systems with explicit schedules and routes,julien boucaronanthony coadourobert de simone,2010,10.1007/978-1-4419-6400-7_2,Synthesis of Embedded Software,Chapter,https://link.springer.com/chapter/10.1007/978-1-4419-6400-7_2
springer,470,10.1007/978-3-642-24431-5_8,Structural Test Coverage Criteria for Integration Testing of LUSTRE/SCADE Programs,Virginia PapailiopoulouAjitha RajanIoannis Parissis,structural test coverage criteria for integration testing of lustre scade programs,virginia papailiopoulouajitha rajanioannis parissis,2011,10.1007/978-3-642-24431-5_8,Formal Methods for Industrial Critical Systems,Conference paper,https://link.springer.com/chapter/10.1007/978-3-642-24431-5_8
springer,471,10.1007/978-3-642-13238-4_6,Reactive Model-Based Control of Reconfiguration in the Fractal Component-Based Model,Gwenaël DelavalEric Rutten,reactive model based control of reconfiguration in the fractal component based model,gwenaël delavaleric rutten,2010,10.1007/978-3-642-13238-4_6,Component-Based Software Engineering,Conference paper,https://link.springer.com/chapter/10.1007/978-3-642-13238-4_6
springer,472,10.1007/978-3-642-15234-4_17,Dependency-Driven Distribution of Synchronous Programs,Daniel BaudischJens BrandtKlaus Schneider,dependency driven distribution of synchronous programs,daniel baudischjens brandtklaus schneider,2010,10.1007/978-3-642-15234-4_17,"Distributed, Parallel and Biologically Inspired Systems",Conference paper,https://link.springer.com/chapter/10.1007/978-3-642-15234-4_17
springer,473,10.1007/s10270-010-0176-6,Code generation for a family of executable modelling notations,Adam ProutJoanne M. AtleeNancy A. DayPourya Shaker,code generation for a family of executable modelling notations,adam proutjoanne m atleenancy a daypourya shaker,2010,10.1007/s10270-010-0176-6,Software & Systems Modeling,Article,https://link.springer.com/article/10.1007/s10270-010-0176-6
springer,474,10.1007/978-3-642-13754-9_15,What Is in a Step: New Perspectives on a Classical Question,Willem-Paul de RoeverGerald LüttgenMichael Mendler,what is in a step new perspectives on a classical question,willem paul de roevergerald lüttgenmichael mendler,2010,10.1007/978-3-642-13754-9_15,Time for Verification,Chapter,https://link.springer.com/chapter/10.1007/978-3-642-13754-9_15
springer,475,10.1007/s00521-010-0382-8,Composable continuous-space programs for robotic swarms,Jonathan BachrachJacob BealJames McLurkin,composable continuous space programs for robotic swarms,jonathan bachrachjacob bealjames mclurkin,2010,10.1007/s00521-010-0382-8,Neural Computing and Applications,Article,https://link.springer.com/article/10.1007/s00521-010-0382-8
springer,476,10.1007/978-1-4419-6400-7_6,MRICDF: A Polychronous Model for Embedded Software Synthesis,Bijoy A. JoseSandeep K. Shukla,mricdf a polychronous model for embedded software synthesis,bijoy a josesandeep k shukla,2010,10.1007/978-1-4419-6400-7_6,Synthesis of Embedded Software,Chapter,https://link.springer.com/chapter/10.1007/978-1-4419-6400-7_6
springer,477,10.1007/978-1-4419-6400-7_8,From Synchronous Specifications to Statically Scheduled Hard Real-Time Implementations,Dumitru Potop-ButucaruRobert de SimoneYves Sorel,from synchronous specifications to statically scheduled hard real time implementations,dumitru potop butucarurobert de simoneyves sorel,2010,10.1007/978-1-4419-6400-7_8,Synthesis of Embedded Software,Chapter,https://link.springer.com/chapter/10.1007/978-1-4419-6400-7_8
springer,478,10.1007/978-1-4419-0941-1_1,Generalities on Real-Time Programming,Abdoulaye Gamatié,generalities on real time programming,abdoulaye gamatié,2010,10.1007/978-1-4419-0941-1_1,Designing Embedded Systems with the SIGNAL Programming Language,Chapter,https://link.springer.com/chapter/10.1007/978-1-4419-0941-1_1
springer,479,10.1007/978-1-4419-8237-7_4,Real-Time Model,Hermann Kopetz,real time model,hermann kopetz,2011,10.1007/978-1-4419-8237-7_4,Real-Time Systems,Chapter,https://link.springer.com/chapter/10.1007/978-1-4419-8237-7_4
springer,480,10.1007/978-3-642-16129-2_15,A Common Framework for Synchronization in Requirements Modelling Languages,Shahram EsmaeilsabzaliNancy A. DayJoanne M. Atlee,a common framework for synchronization in requirements modelling languages,shahram esmaeilsabzalinancy a dayjoanne m atlee,2010,10.1007/978-3-642-16129-2_15,Model Driven Engineering Languages and Systems,Conference paper,https://link.springer.com/chapter/10.1007/978-3-642-16129-2_15
springer,481,10.1007/978-3-642-15234-4_3,Rialto 2.0: A Language for Heterogeneous Computations,Johan LiliusAndreas DahlinLionel Morel,rialto 2 0 a language for heterogeneous computations,johan liliusandreas dahlinlionel morel,2010,10.1007/978-3-642-15234-4_3,"Distributed, Parallel and Biologically Inspired Systems",Conference paper,https://link.springer.com/chapter/10.1007/978-3-642-15234-4_3
springer,482,10.1007/s10703-010-0106-9,Model-based construction and verification of critical systems using composition and partial refinement,Ralph D. JeffordsConstance L. HeitmeyerMyla M. ArcherElizabeth I. Leonard,model based construction and verification of critical systems using composition and partial refinement,ralph d jeffordsconstance l heitmeyermyla m archerelizabeth i leonard,2010,10.1007/s10703-010-0106-9,Formal Methods in System Design,Article,https://link.springer.com/article/10.1007/s10703-010-0106-9
springer,483,10.1007/978-3-642-16256-5_17,Specification of Embedded Control Systems Behaviour Using Actor Interface Automata,Christo AngelovFeng ZhouKrzysztof Sierszecki,specification of embedded control systems behaviour using actor interface automata,christo angelovfeng zhoukrzysztof sierszecki,2010,10.1007/978-3-642-16256-5_17,Software Technologies for Embedded and Ubiquitous Systems,Conference paper,https://link.springer.com/chapter/10.1007/978-3-642-16256-5_17
springer,484,10.1007/978-1-4419-6400-7_1,Compilation of Polychronous Data Flow Equations,Loïc BesnardThierry GautierPaul Le GuernicJean-Pierre Talpin,compilation of polychronous data flow equations,loïc besnardthierry gautierpaul le guernicjean pierre talpin,2010,10.1007/978-1-4419-6400-7_1,Synthesis of Embedded Software,Chapter,https://link.springer.com/chapter/10.1007/978-1-4419-6400-7_1
springer,485,10.1007/978-3-642-12002-2_31,Arrival Curves for Real-Time Calculus: The Causality Problem and Its Solutions,Matthieu MoyKarine Altisen,arrival curves for real time calculus the causality problem and its solutions,matthieu moykarine altisen,2010,10.1007/978-3-642-12002-2_31,Tools and Algorithms for the Construction and Analysis of Systems,Conference paper,https://link.springer.com/chapter/10.1007/978-3-642-12002-2_31
springer,486,10.1007/978-1-4419-6400-7_7,The Time Model of Logical Clocks Available in the OMG MARTE Profile,Charles AndréJulien DeAntoniFrédéric MalletRobert de Simone,the time model of logical clocks available in the omg marte profile,charles andréjulien deantonifrédéric malletrobert de simone,2010,10.1007/978-1-4419-6400-7_7,Synthesis of Embedded Software,Chapter,https://link.springer.com/chapter/10.1007/978-1-4419-6400-7_7
springer,487,10.1007/978-3-642-13414-2_6,A Hybrid Visual Dataflow Language for Coordination in Mobile Ad Hoc Networks,Andoni Lombide CarretonTheo D’Hondt,a hybrid visual dataflow language for coordination in mobile ad hoc networks,andoni lombide carretontheo d hondt,2010,10.1007/978-3-642-13414-2_6,Coordination Models and Languages,Conference paper,https://link.springer.com/chapter/10.1007/978-3-642-13414-2_6
springer,488,10.1007/978-1-4419-0941-1_11,GALS System Design,Abdoulaye Gamatié,gals system design,abdoulaye gamatié,2010,10.1007/978-1-4419-0941-1_11,Designing Embedded Systems with the SIGNAL Programming Language,Chapter,https://link.springer.com/chapter/10.1007/978-1-4419-0941-1_11
springer,489,10.1007/s10703-010-0109-6,Bisimulation conversion and verification procedure for goal-based control systems,Julia M. B. BramanRichard M. Murray,bisimulation conversion and verification procedure for goal based control systems,julia m b bramanrichard m murray,2010,10.1007/s10703-010-0109-6,Formal Methods in System Design,Article,https://link.springer.com/article/10.1007/s10703-010-0109-6
springer,490,10.1007/978-3-642-16277-0_1,1 Models of Reactive Systems,Bernhard SchätzHolger Giese,1 models of reactive systems,bernhard schätzholger giese,2010,10.1007/978-3-642-16277-0_1,Model-Based Engineering of Embedded Real-Time Systems,Chapter,https://link.springer.com/chapter/10.1007/978-3-642-16277-0_1
springer,492,10.1007/978-3-642-11811-1_19,Development of a Synchronous Subset of AADL,Mamoun Filali-AmineJulia Lawall,development of a synchronous subset of aadl,mamoun filali aminejulia lawall,2010,10.1007/978-3-642-11811-1_19,"Abstract State Machines, Alloy, B and Z",Conference paper,https://link.springer.com/chapter/10.1007/978-3-642-11811-1_19
springer,493,10.1007/978-3-642-16561-0_46,On the Role of Non-functional Properties in Compiler Verification,Jens KnoopWolf Zimmermann,on the role of non functional properties in compiler verification,jens knoopwolf zimmermann,2010,10.1007/978-3-642-16561-0_46,"Leveraging Applications of Formal Methods, Verification, and Validation",Conference paper,https://link.springer.com/chapter/10.1007/978-3-642-16561-0_46
springer,494,10.1007/978-3-642-16561-0_32,Design Choices for High-Confidence Distributed Real-Time Software,Sebastian FischmeisterAkramul Azim,design choices for high confidence distributed real time software,sebastian fischmeisterakramul azim,2010,10.1007/978-3-642-16561-0_32,"Leveraging Applications of Formal Methods, Verification, and Validation",Conference paper,https://link.springer.com/chapter/10.1007/978-3-642-16561-0_32
springer,495,10.1007/978-3-642-16129-2_20,Disciplined Heterogeneous Modeling,Edward A. Lee,disciplined heterogeneous modeling,edward a lee,2010,10.1007/978-3-642-16129-2_20,Model Driven Engineering Languages and Systems,Conference paper,https://link.springer.com/chapter/10.1007/978-3-642-16129-2_20
springer,496,10.1007/978-3-642-16277-0_7,7 Requirements Modeling for Embedded Realtime Systems,Ingolf KrügerClaudiu FarcasEmilia FarcasMassimiliano Menarini,7 requirements modeling for embedded realtime systems,ingolf krügerclaudiu farcasemilia farcasmassimiliano menarini,2010,10.1007/978-3-642-16277-0_7,Model-Based Engineering of Embedded Real-Time Systems,Chapter,https://link.springer.com/chapter/10.1007/978-3-642-16277-0_7
springer,498,10.1007/978-90-481-9304-2_1,IP-XACT Components with Abstract Time Characterization,Frédéric MalletCharles AndréRobert de Simone,ip xact components with abstract time characterization,frédéric malletcharles andrérobert de simone,2010,10.1007/978-90-481-9304-2_1,Advances in Design Methods from Modeling Languages for Embedded Systems and SoC’s,Chapter,https://link.springer.com/chapter/10.1007/978-90-481-9304-2_1
springer,499,10.1007/978-1-4419-0941-1_6,Design in Polychrony: First Steps,Abdoulaye Gamatié,design in polychrony first steps,abdoulaye gamatié,2010,10.1007/978-1-4419-0941-1_6,Designing Embedded Systems with the SIGNAL Programming Language,Chapter,https://link.springer.com/chapter/10.1007/978-1-4419-0941-1_6
springer,500,10.1007/978-1-4419-0941-1_4,Programming Units: Processes,Abdoulaye Gamatié,programming units processes,abdoulaye gamatié,2010,10.1007/978-1-4419-0941-1_4,Designing Embedded Systems with the SIGNAL Programming Language,Chapter,https://link.springer.com/chapter/10.1007/978-1-4419-0941-1_4
springer,501,10.1007/978-3-642-02652-2_20,Verification of GALS Systems by Combining Synchronous Languages and Process Calculi,Hubert GaravelDamien Thivolle,verification of gals systems by combining synchronous languages and process calculi,hubert garaveldamien thivolle,2009,10.1007/978-3-642-02652-2_20,Model Checking Software,Conference paper,https://link.springer.com/chapter/10.1007/978-3-642-02652-2_20
springer,502,10.1007/978-1-4419-0941-1_8,Formal Model for Program Analysis,Abdoulaye Gamatié,formal model for program analysis,abdoulaye gamatié,2010,10.1007/978-1-4419-0941-1_8,Designing Embedded Systems with the SIGNAL Programming Language,Chapter,https://link.springer.com/chapter/10.1007/978-1-4419-0941-1_8
springer,503,10.1007/978-1-4419-0941-1_7,Formal Semantics,Abdoulaye Gamatié,formal semantics,abdoulaye gamatié,2010,10.1007/978-1-4419-0941-1_7,Designing Embedded Systems with the SIGNAL Programming Language,Chapter,https://link.springer.com/chapter/10.1007/978-1-4419-0941-1_7
springer,504,10.1007/s11704-009-0074-7,Recent advances in program verification through computer algebra,Lu YangChaochen ZhouNaijun ZhanBican Xia,recent advances in program verification through computer algebra,lu yangchaochen zhounaijun zhanbican xia,2010,10.1007/s11704-009-0074-7,Frontiers of Computer Science in China,Article,https://link.springer.com/article/10.1007/s11704-009-0074-7
springer,505,10.1007/978-3-642-16901-4_21,Formalization and Correctness of the PALS Architectural Pattern for Distributed Real-Time Systems,José MeseguerPeter Csaba Ölveczky,formalization and correctness of the pals architectural pattern for distributed real time systems,josé meseguerpeter csaba ölveczky,2010,10.1007/978-3-642-16901-4_21,Formal Methods and Software Engineering,Conference paper,https://link.springer.com/chapter/10.1007/978-3-642-16901-4_21
springer,506,10.1007/s10703-009-0084-y,Automating the addition of fault tolerance with discrete controller synthesis,Alain GiraultÉric Rutten,automating the addition of fault tolerance with discrete controller synthesis,alain giraultéric rutten,2009,10.1007/s10703-009-0084-y,Formal Methods in System Design,Article,https://link.springer.com/article/10.1007/s10703-009-0084-y
springer,507,10.1007/978-3-642-13550-7_15,AdaStreams: A Type-Based Programming Extension for Stream-Parallelism with Ada 2005,Gingun HongKirak HongBernd BurgstallerJohann Blieberger,adastreams a type based programming extension for stream parallelism with ada 2005,gingun hongkirak hongbernd burgstallerjohann blieberger,2010,10.1007/978-3-642-13550-7_15,Reliable Software Technologiey – Ada-Europe 2010,Conference paper,https://link.springer.com/chapter/10.1007/978-3-642-13550-7_15
springer,508,10.1007/s11265-009-0445-1,Exploiting Statically Schedulable Regions in Dataflow Programs,Ruirui GuJörn W. JanneckMickaël RauletShuvra S. Bhattacharyya,exploiting statically schedulable regions in dataflow programs,ruirui gujörn w janneckmickaël rauletshuvra s bhattacharyya,2010,10.1007/s11265-009-0445-1,Journal of Signal Processing Systems,Article,https://link.springer.com/article/10.1007/s11265-009-0445-1
springer,509,10.1007/978-3-642-15769-1_3,Translation Validation of Loop Optimizations and Software Pipelining in the TVOC Framework,Benjamin Goldberg,translation validation of loop optimizations and software pipelining in the tvoc framework,benjamin goldberg,2010,10.1007/978-3-642-15769-1_3,Static Analysis,Conference paper,https://link.springer.com/chapter/10.1007/978-3-642-15769-1_3
springer,510,10.1007/978-1-4419-0941-1_3,Basics: Signals and Relations,Abdoulaye Gamatié,basics signals and relations,abdoulaye gamatié,2010,10.1007/978-1-4419-0941-1_3,Designing Embedded Systems with the SIGNAL Programming Language,Chapter,https://link.springer.com/chapter/10.1007/978-1-4419-0941-1_3
springer,511,10.1007/978-1-4419-6345-1_34,Kahn Process Networks and a Reactive Extension,Marc GeilenTwan Basten,kahn process networks and a reactive extension,marc geilentwan basten,2010,10.1007/978-1-4419-6345-1_34,Handbook of Signal Processing Systems,Chapter,https://link.springer.com/chapter/10.1007/978-1-4419-6345-1_34
springer,512,10.1007/978-1-4419-0941-1_9,Compilation of Programs,Abdoulaye Gamatié,compilation of programs,abdoulaye gamatié,2010,10.1007/978-1-4419-0941-1_9,Designing Embedded Systems with the SIGNAL Programming Language,Chapter,https://link.springer.com/chapter/10.1007/978-1-4419-0941-1_9
springer,513,10.1007/s11334-008-0059-y,Safe design of high-performance embedded systems in an MDE framework,Huafeng YuAbdoulaye GamatiéÉric RuttenJean-Luc Dekeyser,safe design of high performance embedded systems in an mde framework,huafeng yuabdoulaye gamatiééric ruttenjean luc dekeyser,2008,10.1007/s11334-008-0059-y,Innovations in Systems and Software Engineering,Article,https://link.springer.com/article/10.1007/s11334-008-0059-y
springer,514,10.1007/s11241-010-9094-5,A timeband framework for modelling real-time systems,Alan BurnsIan J. Hayes,a timeband framework for modelling real time systems,alan burnsian j hayes,2010,10.1007/s11241-010-9094-5,Real-Time Systems,Article,https://link.springer.com/article/10.1007/s11241-010-9094-5
springer,515,10.1007/978-1-84800-304-0_2,Design Methodology for Embedded Computer Vision Systems,Sankalita SahaShuvra S. Bhattacharyya,design methodology for embedded computer vision systems,sankalita sahashuvra s bhattacharyya,2009,10.1007/978-1-84800-304-0_2,Embedded Computer Vision,Chapter,https://link.springer.com/chapter/10.1007/978-1-84800-304-0_2
springer,516,10.1007/s11334-009-0087-2,A formal model of composing components: the TLA<sup>+</sup> approach,Ondrej RysavyJaroslav Rab,a formal model of composing components the tla approach,ondrej rysavyjaroslav rab,2009,10.1007/s11334-009-0087-2,Innovations in Systems and Software Engineering,Article,https://link.springer.com/article/10.1007/s11334-009-0087-2
springer,517,10.1007/s11334-009-0093-4,Verification of real-time systems with preemption: negative and positive results,Frédéric BoniolJérôme ErmontClaire Pagetti,verification of real time systems with preemption negative and positive results,frédéric bonioljérôme ermontclaire pagetti,2009,10.1007/s11334-009-0093-4,Innovations in Systems and Software Engineering,Article,https://link.springer.com/article/10.1007/s11334-009-0093-4
springer,518,10.1007/978-0-387-87658-0_8,A Formal Framework for Developing High Assurance Event Driven Service-Oriented Systems,Manuel PeraltaSupratik MukhpadhyayRamesh Bharadwaj,a formal framework for developing high assurance event driven service oriented systems,manuel peraltasupratik mukhpadhyayramesh bharadwaj,2009,10.1007/978-0-387-87658-0_8,High Assurance Services Computing,Chapter,https://link.springer.com/chapter/10.1007/978-0-387-87658-0_8
springer,520,10.1007/978-1-4419-6400-7_3,Synoptic: A Domain-Specific Modeling Language for Space On-board Application Software,A. CortierL. BesnardJ. P. BodeveixJ. BuissonF. DagnatM. FilaliG. GarciaJ. OuyM. PantelA. RuginaM. StreckerJ. P. Talpin,synoptic a domain specific modeling language for space on board application software,a cortierl besnardj p bodeveixj buissonf dagnatm filalig garciaj ouym pantela ruginam streckerj p talpin,2010,10.1007/978-1-4419-6400-7_3,Synthesis of Embedded Software,Chapter,https://link.springer.com/chapter/10.1007/978-1-4419-6400-7_3
springer,521,10.1007/s11045-009-0085-4,"Array-OL with delays, a domain specific specification language for multidimensional intensive signal processing",Calin GlitiaPhilippe DumontPierre Boulet,array ol with delays a domain specific specification language for multidimensional intensive signal processing,calin glitiaphilippe dumontpierre boulet,2009,10.1007/s11045-009-0085-4,Multidimensional Systems and Signal Processing,Article,https://link.springer.com/article/10.1007/s11045-009-0085-4
springer,522,10.1007/978-3-642-10265-3_25,Concurrency and Communication: Lessons from the SHIM Project,Stephen A. Edwards,concurrency and communication lessons from the shim project,stephen a edwards,2009,10.1007/978-3-642-10265-3_25,Software Technologies for Embedded and Ubiquitous Systems,Conference paper,https://link.springer.com/chapter/10.1007/978-3-642-10265-3_25
springer,523,10.1007/s00165-009-0108-9,A formal framework for modeling and validating Simulink diagrams,Chunqing ChenJin Song DongJun Sun,a formal framework for modeling and validating simulink diagrams,chunqing chenjin song dongjun sun,2009,10.1007/s00165-009-0108-9,Formal Aspects of Computing,Article,https://link.springer.com/article/10.1007/s00165-009-0108-9
springer,524,10.1007/s10009-009-0113-6,Flush: an example of development by refinements in SCADE/Lustre,Jan MikáčPaul Caspi,flush an example of development by refinements in scade lustre,jan mikáčpaul caspi,2009,10.1007/s10009-009-0113-6,International Journal on Software Tools for Technology Transfer,Article,https://link.springer.com/article/10.1007/s10009-009-0113-6
springer,525,10.1007/978-3-642-00593-0_10,Synchronous Modeling and Validation of Priority Inheritance Schedulers,Erwan JahierNicolas HalbwachsPascal Raymond,synchronous modeling and validation of priority inheritance schedulers,erwan jahiernicolas halbwachspascal raymond,2009,10.1007/978-3-642-00593-0_10,Fundamental Approaches to Software Engineering,Conference paper,https://link.springer.com/chapter/10.1007/978-3-642-00593-0_10
springer,526,10.1007/978-3-642-10452-7_12,Towards Safe Design of Synchronous Bus Protocols in Event-B,Ricardo Bedin FrançaLeandro Buss BeckerJean-Paul BodeveixJean-Marie FarinesMamoun Filali,towards safe design of synchronous bus protocols in event b,ricardo bedin françaleandro buss beckerjean paul bodeveixjean marie farinesmamoun filali,2009,10.1007/978-3-642-10452-7_12,Formal Methods: Foundations and Applications,Conference paper,https://link.springer.com/chapter/10.1007/978-3-642-10452-7_12
springer,527,10.1007/s10009-009-0107-4,Flexibility in modeling languages and tools: a call to arms,Eric Van WykMats Per Erik Heimdahl,flexibility in modeling languages and tools a call to arms,eric van wykmats per erik heimdahl,2009,10.1007/s10009-009-0107-4,International Journal on Software Tools for Technology Transfer,Article,https://link.springer.com/article/10.1007/s10009-009-0107-4
springer,528,10.1007/978-3-642-10373-5_37,Verifying Ptolemy II Discrete-Event Models Using Real-Time Maude,Kyungmin BaePeter Csaba ÖlveczkyThomas Huining FengStavros Tripakis,verifying ptolemy ii discrete event models using real time maude,kyungmin baepeter csaba ölveczkythomas huining fengstavros tripakis,2009,10.1007/978-3-642-10373-5_37,Formal Methods and Software Engineering,Conference paper,https://link.springer.com/chapter/10.1007/978-3-642-10373-5_37
springer,529,10.1007/s10009-009-0104-7,System-on-chip design by proof-based refinement,Dominique CansellDominique MéryCyril Proch,system on chip design by proof based refinement,dominique canselldominique mérycyril proch,2009,10.1007/s10009-009-0104-7,International Journal on Software Tools for Technology Transfer,Article,https://link.springer.com/article/10.1007/s10009-009-0104-7
springer,530,10.1007/978-1-4020-9714-0_2,MARTE vs. AADL for Discrete-Event and Discrete-Time Domains,Frédéric MalletRobert de Simone,marte vs aadl for discrete event and discrete time domains,frédéric malletrobert de simone,2009,10.1007/978-1-4020-9714-0_2,Languages for Embedded Systems and their Applications,Chapter,https://link.springer.com/chapter/10.1007/978-1-4020-9714-0_2
springer,531,10.1007/978-3-642-03240-0_5,LETO - A Lustre-Based Test Oracle for Airbus Critical Systems,Guy DurrieuHélène WaeselynckVirginie Wiels,leto a lustre based test oracle for airbus critical systems,guy durrieuhélène waeselynckvirginie wiels,2009,10.1007/978-3-642-03240-0_5,Formal Methods for Industrial Critical Systems,Conference paper,https://link.springer.com/chapter/10.1007/978-3-642-03240-0_5
springer,532,10.1007/978-3-642-10373-5_27,Machine-Checked Sequencer for Critical Embedded Code Generator,Nassima IzerroukenMarc PantelXavier Thirioux,machine checked sequencer for critical embedded code generator,nassima izerroukenmarc pantelxavier thirioux,2009,10.1007/978-3-642-10373-5_27,Formal Methods and Software Engineering,Conference paper,https://link.springer.com/chapter/10.1007/978-3-642-10373-5_27
springer,533,10.1007/s11334-008-0055-2,Clock constraint specification language: specifying clock constraints with UML/MARTE,Frédéric Mallet,clock constraint specification language specifying clock constraints with uml marte,frédéric mallet,2008,10.1007/s11334-008-0055-2,Innovations in Systems and Software Engineering,Article,https://link.springer.com/article/10.1007/s11334-008-0055-2
springer,534,10.1007/978-1-4020-8297-9_13,Model Transformations from a Data Parallel Formalism Towards Synchronous Languages,Huafeng YuAbdoulaye GamatiéEric RuttenJean-Luc Dekeyser,model transformations from a data parallel formalism towards synchronous languages,huafeng yuabdoulaye gamatiéeric ruttenjean luc dekeyser,2008,10.1007/978-1-4020-8297-9_13,Embedded Systems Specification and Design Languages,Chapter,https://link.springer.com/chapter/10.1007/978-1-4020-8297-9_13
springer,535,10.1007/s10009-009-0108-3,"An automated testing experiment for layered embedded <Emphasis FontCategory=""SansSerif"">C</Emphasis> code",Boutheina ChetaliQuang-Huy Nguyen,an automated testing experiment for layered embedded c code,boutheina chetaliquang huy nguyen,2009,10.1007/s10009-009-0108-3,International Journal on Software Tools for Technology Transfer,Article,https://link.springer.com/article/10.1007/s10009-009-0108-3
springer,536,10.1007/978-3-642-00768-2_36,Bridging the Gap Between Model-Based Development and Model Checking,Steven P. Miller,bridging the gap between model based development and model checking,steven p miller,2009,10.1007/978-3-642-00768-2_36,Tools and Algorithms for the Construction and Analysis of Systems,Conference paper,https://link.springer.com/chapter/10.1007/978-3-642-00768-2_36
springer,537,10.1007/978-1-4419-0504-8_3,Modeling,Daniel D. GajskiSamar AbdiAndreas GerstlauerGunar Schirner,modeling,daniel d gajskisamar abdiandreas gerstlauergunar schirner,2009,10.1007/978-1-4419-0504-8_3,Embedded System Design,Chapter,https://link.springer.com/chapter/10.1007/978-1-4419-0504-8_3
springer,538,10.1007/s10617-008-9012-4,SML-Sys: a functional framework with multiple models of computation for modeling heterogeneous system,Deepak A. MathaikuttyHiren D. PatelSandeep K. ShuklaAxel Jantsch,sml sys a functional framework with multiple models of computation for modeling heterogeneous system,deepak a mathaikuttyhiren d patelsandeep k shuklaaxel jantsch,2008,10.1007/s10617-008-9012-4,Design Automation for Embedded Systems,Article,https://link.springer.com/article/10.1007/s10617-008-9012-4
